https://ehjournal-biomedcentral-com.libproxy.ucl.ac.uk/articles/10.1186/1476-069X-8-34
P.Para:eq(5)	2	663	681	Within each region	Data sources
P.Para:eq(4)	10	413	417	the 	Data sources
P.Para:eq(11)	0	449	456	smoking	other environment factor
P.Para:eq(11)	0	246	253	 income	other environment factor
P.Para:eq(9)	0	305	431	Due to data missing in any of the potential confounders, 3,253 of the 16,800 participants were excluded during model selection	exclusion criteria
P.Para:eq(5)	2	714	794	 half white and half African-Americans (actual: 41% African-American, 59% white)	Patient Cohort
P.Para:eq(5)	2	261	468	oversampled from the "Stroke Belt", a high stroke mortality region consisting of the 8 southeastern states of Arkansas, Louisiana, Tennessee, Mississippi, Alabama, Georgia, North Carolina, and South Carolina	Data sources
P.Para:eq(21)	6	3	34	The interview's time of the day	other environment factor
P.Para:eq(20)	0	1145	1215	 the relationships found in this study may not apply in younger people	limitation
P.Para:eq(12)	0	150	196	Cochran-Mantel-Haenzel (CMH) chi-squared tests	approach to analysis
P.Para:eq(6)	0	111	133	Solar radiation values	Sunlight classification / index
P.Para:eq(12)	0	660	682	race, region, and sex 	other environment factor
P.Para:eq(21)	0	228	253	environmental temperature	other environment factor
P.Para:eq(17)	0	402	419	neurodegeneration	indirect affected aspects
P.Para:eq(13)	0	9	167	the cognitive screener was divided into two components, the three points that measure short-term recall and the three points that measure temporal orientation	approach to analysis
DIV.Para:eq(0)	2	72	293	Sex, education, age, income, population density, season, diabetes status, hypertension status, depression status, PCS, alcohol usage, and weekly exercise all differed significantly by cognitive status (all p-values < 0.05	statistics analysis result
P.Para:eq(9)	0	659	693	5,379 excluded and 14,474 included	Patient Cohort
P.Para:eq(22)	0	1241	1378	In the future, more specific exams and diagnoses can be used to find the specific effects of sunlight on cognitive processes and diseases	suggestion
P.Para:eq(12)	0	303	323	Logistic regressions	approach to analysis
P.Para:eq(5)	2	823	846	each race-region strata	Data sources
P.Para:eq(22)	0	580	768	Future studies involving light and other therapies for SAD should include cognitive function as a variable in order to determine relationships with insolation, mood, and cognitive function	research implication
P.Para:eq(6)	0	170	361	the North American Regional Reanalysis (NARR), an assimilated data product produced by the National Center for Environmental Prediction (NCEP), a division of the U.S. National Weather Service	Data sources
P.Para:eq(11)	0	1189	1201	age in years	other environment factor
P.Para:eq(8)	0	2	33	six-item screener questionnaire	disease diagnosis criteria
P.Para:eq(11)	0	867	875	exercise	other environment factor
P.Para:eq(17)	0	383	400	 serotonin levels	indirect affected aspects
P.Para:eq(17)	0	468	476	dementia	indirect affected aspects
P.Para:eq(4)	10	139	156	sunlight exposure	Environmental factors
P.Para:eq(22)	0	770	845	Future studies are also needed to demonstrate particular cognitive deficits	research implication

http://onlinelibrary.wiley.com.libproxy.ucl.ac.uk/doi/10.1111/j.1399-5618.2007.00451.x/full
P:eq(28)	0	207	243	After one and two?weeks of red light	Data sources
P:eq(20)	0	690	756	a placebo lead-in of 70?lux morning dim red light for 30?min daily	Sunlight classification / index
NAPANN.nea_ht.821c4ac581e44917b5aa9f234f8598f0.nea_hover:eq(0)	0	0	157	---
P:eq(30)	2	153	368	Of the five subjects receiving midday light, two experienced full response (subjects 8 and 9). One individual (subject 5) responded partially, but achieved full response after a change to 37.5?min of morning light (	The conclusion/finding
P:eq(29)	2	3	206	One patient (subject 2) responded fully at 30?min of daily exposure. Three subjects developed mixed states (subjects 1, 3, and 4), and two required immediate cessation of light therapy (subjects 1 and 3)	The conclusion/finding
LI:eq(46)	1	0	471	Monitor side effects, including headache, eye strain or discomfort, nausea, agitation, insomnia. If a patient develops intolerable side effects, hypomania or mixed symptoms, light treatment may need to be temporarily discontinued. Alternatively, the dose could be discontinued or reduced by 7?15?min (or more) until the side effect has lessened, and before considering dose advancement. Patients should not use the light box on days when they have symptoms of hypomania (	suggestion
NAPANN.nea_ht.c3d42476f9f4d3b23bd55a9be23f02bc.nea_hover:eq(0)	0	0	75	---
P:eq(21)	0	246	270	 additional intervention	other environment factor
P:eq(33)	0	0	84	Two individuals (subjects 7 and 8) described the onset of pain in their small joints	The conclusion/finding
P:eq(18)	0	372	408	healthy and had normal ocular health	inclusion criteria
P:eq(38)	4	286	352	no side effects emerged during dim red light exposure in our study	The conclusion/finding
P:eq(17)	0	737	760	the side-effect profile	investigation aspects classification/index
P:eq(19)	6	2	14	score of <12	inclusion criteria
P:eq(19)	8	47	66	depression severity	assessment content
P:eq(17)	0	606	672	the efficacious light dose for the treatment of bipolar depression	investigation aspects classification/index
P:eq(39)	4	108	124	 menstrual cycle	indirect affected aspects
P:eq(35)	0	178	291	44% of patients were full responders (subjects 2, 5, 8, and 9) and 22% were partial responders (subjects 6 and 7)	statistics analysis result
P:eq(30)	2	60	151	we adjusted the timing for light exposure to midday (within the range of 12:00?14:00?hours)	modification to initial plan
LI:eq(43)	1	0	75	Maintain patients on a stable dose (or serum drug level) of anti-manic drug
P:eq(28)	0	245	379	the mean SIGH-ADS changes were ?2.4 [95% confidence interval (CI)?=?1.4 to ?5.4; p?= 0.26], and ?7.3 (95% CI ?2.9 to ?9.8; p?<?0.0001)	statistics analysis result
P:eq(17)	0	0	20	Bright light therapy	Environmental factors
P:eq(19)	10	3	15	All subjects	Patient Cohort
P:eq(21)	0	0	18	Treatment response	Investigation aspects
P:eq(35)	0	0	162	The response rates that we observed were similar to those of other investigators who have used bright light for treatment-resistant depression in patients with BD	The conclusion/finding
LI:eq(47)	1	0	294	Begin with midday light therapy between 12:00?14:00?hours at a daily dose of 15?min and increase by 15?min every two?weeks until the patient has reached a euthymic mood state. The upper limit of midday light is 45?60?min, beyond which patients are more likely to have difficulty with adherence.	suggestion
P:eq(34)	0	8	76	 the optimal response was at 7,000?lux midday light for 45 or 60?min	The conclusion/finding
NAPANN.nea_ht.821c4ac581e44917b5aa9f234f8598f0:eq(0)	0	0	157	---
NAPANN.nea_ht.821c4ac581e44917b5aa9f234f8598f0.nea_hover:eq(0)	0	38	58	---
P:eq(19)	6	54	144	Structured Interview for the Hamilton Depression Scale-Seasonal Affective Disorder Version	disease diagnosis criteria
P:eq(33)	0	86	181	Three women (subjects 4, 7, and 8) had dysfunctional uterine bleeding with active light therapy	The conclusion/finding
P:eq(17)	0	679	725	the rate of induction of mania or mixed states	investigation aspects classification/index
P:eq(20)	0	971	1049	increased by increments of 15?min, until response or a maximum of 45?min daily	Sunlight classification / index
P:eq(37)	6	248	374	Further research of women and men is required to confirm the differential response to light therapy timing across both genders	research implication
P:eq(21)	0	331	437	reduced the light dose immediately and discontinued light therapy in women with significant mood worsening	Sunlight classification / index
P:eq(19)	0	34	74	Structured Clinical Interview for DSM-IV	disease diagnosis criteria
P:eq(18)	0	0	10	Nine women	Patient Cohort
P:eq(19)	10	186	231	antidepressant medications at a constant dose	other environment factor
P:eq(21)	0	289	326	developed hypomanic or mixed symptoms	statistics assessment standard
P:eq(39)	4	38	73	hypothalamic?pituitary?ovarian axis	indirect affected aspects
NAPANN.nea_ht.c3d42476f9f4d3b23bd55a9be23f02bc.nea_hover:eq(0)	0	0	26	---
P:eq(19)	4	2	18	score 20 or more	inclusion criteria
P:eq(17)	0	74	127	bipolar depression (whether seasonal or non-seasonal)	Diseases
P:eq(17)	0	512	534	several doses of light	Investigation aspects
P:eq(20)	0	213	234	morning light therapy	Environmental factors
LI:eq(49)	1	0	400	Consider a change to morning light at a starting dose of 15?min for patients who respond partially or minimally to 45?60?min of midday light without side effects. This should be undertaken with close monitoring since patients with bipolar illness are very sensitive to morning light. Therefore, morning light should be increased by increments no faster than every other week by an additional 7?15?min	suggestion
P:eq(19)	10	32	161	 take at least one antimanic agent at a stable dose for four?weeks before enrollment and remain on this drug throughout the study	other environment factor
LI:eq(48)	1	0	177	For treatment responders, it is reasonable to continue light therapy for 12?months after remission to prevent relapses, similar to the recommendations for antidepressant therapy	suggestion
P:eq(19)	10	163	175	Two subjects	Patient Cohort
P:eq(18)	0	437	699	 took herbal agents like hypericum, beta-blockers or other drugs for an unstable medical disorder, had uncontrolled thyroid disease, current psychosis or generalized anxiety disorder, suicide attempt within 3?months, or alcohol or substance abuse within 6?months	exclusion criteria
LI:eq(44)	5	3	153	Close monitoring of the individual patient treatment response to purchased light boxes is critical since our intervention was based on 7,000 lux units	suggestion
P:eq(20)	0	1051	1095	Mood, side effects, and treatment compliance	assessment content
P:eq(37)	4	107	134	endogenous circadian rhythm	indirect affected aspects
P:eq(20)	0	1110	1204	at baseline and weekly during the dose-ranging phase and monthly during the continuation phase	Data collection method
P:eq(18)	0	162	243	they had failed numerous trials of conventional treatments for bipolar depression	Patient Cohort
P:eq(21)	2	86	243	After three of the initial four subjects who received morning light developed mixed episodes, we modified the protocol and implemented active light at midday	modification to initial plan
P:eq(17)	0	791	855	evaluate dim red illumination as a reasonable placebo comparator	investigation aspects classification/index
P:eq(28)	0	0	86	During the placebo lead-in, women with bipolar depression experienced mild improvement	The conclusion/finding
P:eq(28)	0	93	205	a mean SIGH-ADS?=?27.2???5.7 at baseline, 24.8???7.2 after one?week, and 19.9???6.1 after two?weeks of red light	statistics analysis result
P:eq(20)	0	255	297	awaken 30?min before their usual wake time	other environment factor classification
P:eq(19)	2	40	148	 Structured Interview Guide for the Hamilton Depression Scale with Atypical Depression Supplement (SIGH-ADS)	disease diagnosis criteria
LI:eq(45)	1	0	411	Perform an ophthalmologic assessment if patients develop eye problems after beginning light therapy or if they have pre-existing eye diseases. Specifically include individuals with past or current retinal disease, cataract surgery and lens removal, macular degeneration, or who are taking photosensitizing drugs such as lithium, phenothiazines (e.g., chlorpromazine), antimalarial drugs, melatonin and hypericum	suggestion
P:eq(19)	4	26	50	Mania Rating Scale (MRS)	disease diagnosis criteria
P:eq(18)	0	16	69	BD I or II, depressed phase, without seasonal pattern	Diseases
P:eq(20)	0	4	79	dose-ranging phase lasted 8?weeks, and was divided into four, 2-week epochs	Data sources
NAPANN.nea_ht.c3d42476f9f4d3b23bd55a9be23f02bc.nea_hover:eq(0)	0	0	75	---
P:eq(20)	0	1311	1327	daily sleep logs	Data collection method
P:eq(21)	0	109	227	significant mood worsening, indicated by an increase of SIGH-ADS by ?10, mania/hypomania MRS ?12, or suicidal ideation	statistics assessment standard
NAPANN.nea_ht.c3d42476f9f4d3b23bd55a9be23f02bc.nea_hover:eq(0)	0	74	75	---
P:eq(21)	0	34	93	an improvement ?50% compared to the baseline SIGH-ADS score	statistics assessment standard
P:eq(20)	0	301	342	use the light box within 10?min of rising	other environment factor classification
P:eq(37)	4	52	94	amplitude of nighttime melatonin secretion	indirect affected aspects
NAPANN.nea_ht.c3d42476f9f4d3b23bd55a9be23f02bc:eq(0)	0	0	75	---
P:eq(11)	0	0	157	Treatment interventions for depressed patients with bipolar disorder (BD) have received limited research attention compared to the magnitude of the problem (
P:eq(20)	0	85	152	continuation phase to assess durability of response lasted 12?weeks	Data sources
P:eq(20)	0	1329	1429	An independent evaluator who was blind to the study design completed all follow-up study assessments	Data collection method
P:eq(22)	2	39	120	had severe BD, but they did not meet criteria for treatment-refractory depression	Patient Cohort

http://www.sciencedirect.com.libproxy.ucl.ac.uk/science/article/pii/S0006322397005428
P:eq(13)	0	45	79	formerly worked as chief engineer 	Patient Cohort
P:eq(18)	0	12	79	stable doses of sertraline (100 mg) and divalproex sodium (1000 mg)	other environment factor
P:eq(21)	0	79	117	portable electronic device (ActiLume?)	Data collection method
P:eq(17)	13	72	111	gradually reduced to 10 hours per night	Sunlight classification / index
P:eq(35)	0	127	280	The improvement observed during the experiment may not be causally related to the intervention or to the features of the intervention that we highlighted	limitation
P:eq(15)	9	58	109	went without sleep for one or more alternate nights	investigation aspects classification/index
P:eq(16)	0	228	250	 turn lights off or on	Sunlight classification / index
P:eq(15)	5	8	17	depressed	Diseases
P:eq(11)	0	450	454	mood	Investigation aspects
P:eq(19)	5	214	328	Structured Interview Guide for the Hamilton Depression Rating Scale-Seasonal Affective Disorder Version (SIGH-SAD)	disease diagnosis criteria
P:eq(29)	5	2	155	the patient?s sleep was phase-delayed, so that he lay awake several hours before falling asleep and sometimes slept through to the end of the dark period	The conclusion/finding
P:eq(15)	5	149	160	hyperactive	Diseases
P:eq(13)	0	198	246	his mother had been treated for major depression	other environment factor
P:eq(19)	5	423	439	weekly intervals	Data collection method
P:eq(12)	0	183	310	When he adhered to the regimen of long nightly periods of enforced bed rest in the dark, however, his sleep and mood stabilized	The conclusion/finding
P:eq(17)	1	260	283	rest, and sleep from 6 	other environment factor classification
P:eq(18)	0	80	99	from September 1993	Data sources
P:eq(22)	5	30	236	frequency-distribution graphs of total activity counts per day, total hours of sleep per day, and daily mood ratings were plotted for the period preceding the experiment and for the period of the experiment	approach to analysis
P:eq(15)	1	108	135	level of his motor activity	indirect affected aspects
P:eq(15)	1	147	179	timing and duration of his sleep	Investigation aspects
P:eq(17)	13	2	38	Over the course of a year and a half	Data sources
P:eq(20)	0	242	272	times of sleep and wakefulness	investigation aspects classification/index
P:eq(8)	0	247	255	bed rest	other environment factor
P:eq(27)	1	248	334	During this period, the multiweek, cyclic variations in the patient?s self-rated mood 	The conclusion/finding
P:eq(14)	1	132	141	hypomanic	Diseases
P:eq(22)	17	18	97	data for the period preceding the experiment were subjected to similar analyses	approach to analysis
P:eq(20)	0	280	289	polygraph	Data collection method
P:eq(26)	5	2	20	rectal temperature	assessment content
P:eq(15)	9	10	47	switched from depression to hypomania	Diseases
P:eq(21)	0	175	189	blood pressure	assessment content
P:eq(19)	1	0	34	From September 1992 to the present	Data sources
P:eq(30)	0	0	231	This patient, whose rapid cycling between hypomania and depression was associated with marked disturbances in the timing and duration of sleep, improved dramatically after he adhered to a routine that fostered regular nightly sleep	The conclusion/finding
P:eq(14)	1	228	278	lithium carbonate (900 mg daily) from 1991 to 1992	other environment factor
P:eq(22)	12	220	251	chi-square periodogram analyses	approach to analysis
P:eq(14)	5	88	125	hypomanic and resumed rapidly cycling	Diseases
P:eq(14)	1	160	198	cycle between depression and hypomania	Diseases
P:eq(26)	1	172	198	circadian rhythms in sleep	Investigation aspects
P:eq(14)	5	32	60	sertraline (75?100 mg daily)	other environment factor
P:eq(17)	1	0	12	In May, 1995	Data sources
P:eq(21)	0	190	210	daily before arising	Data collection method
P:eq(35)	0	94	125	uncontrolled, single-case study	limitation
P:eq(21)	0	47	71	from 1994 to the present	Data sources
P:eq(30)	0	233	414	This outcome raises the possibility that some forms of bipolar illness may be exacerbated by modern conditions that interfere with sleep and might not have occurred in earlier times	suggestion
P:eq(22)	1	129	180	calculated and displayed alongside the raster plots	approach to analysis
P:eq(14)	1	689	711	unremitting depression	Diseases
P:eq(15)	5	26	34	inactive	indirect affected aspects
P:eq(19)	5	130	154	From 1994 to the present	Data sources
P:eq(21)	0	0	20	Wrist motor activity	assessment content
P:eq(15)	5	36	124	went to bed late at night, slept 10?12 hours, and arose late in the morning or afternoon	investigation aspects classification/index
P:eq(13)	0	151	192	His premorbid temperament was hyperthymic	other environment factor
P:eq(34)	9	162	212	need for, and use of, caffeine or other substances	other environment factor
P:eq(17)	1	229	258	14 hours of enforced darkenss	Sunlight classification / index
P:eq(11)	0	162	234	magnitude of his circadian pacemaker?s phase-resetting response to light	indirect affected aspects
P:eq(35)	0	295	363	our interpretation, even if correct, may not apply to other patients	limitation
P:eq(20)	0	343	372	computer-based event recorder	Data collection method
P:eq(26)	5	38	57	melatonin secretion	assessment content
P:eq(22)	1	35	63	displayed in a raster format	approach to analysis
P:eq(19)	1	85	115	record his mood twice each day	Data collection method
P:eq(21)	0	119	148	From June 1995 to the present	Data sources
P:eq(29)	5	162	209	 the times of sleep onset were highly irregular	The conclusion/finding
P:eq(12)	0	14	181	when the patient followed his usual routine, he cycled rapidly between depression and mania and experienced marked fluctuations in the timing and duration of his sleep	The conclusion/finding
P:eq(14)	1	599	616	divalproex sodium	other environment factor
P:eq(27)	1	0	246	After imposition of the nightly regimen of enforced bed rest and sleep in the dark (May 1995), longitudinal recordings of light exposure with the ACTILUME device confirmed that the patient remained in darkness for the prescribed nightly intervals	The conclusion/finding
P:eq(17)	13	150	188	a light-sealed room on a research ward	other environment factor
P:eq(34)	9	124	146	psychosocial stressors	other environment factor
P:eq(16)	0	0	124	From September 1994 to May 1995 (after a 3-week period in which the patient participated in a temporal isolation experiment)	Data sources
P:eq(8)	0	255	338	 in the dark for 14 hours each night (later this was gradually reduced to 10 hours)	Sunlight classification / index
P:eq(11)	0	127	132	dark 	Environmental factors
P:eq(14)	1	287	335	 divalproex sodium (750?1000 mg daily) from 1992	other environment factor
P:eq(19)	5	333	419	Hypomania Inventory Guide for Seasonal Affective Disorder (HIGH-SAD) telephone ratings	disease diagnosis criteria
P:eq(15)	5	162	221	went to bed earlier, slept 3?4 hours, and arose before dawn	investigation aspects classification/index
P:eq(13)	0	15	40	a 51-year-old married man	Patient Cohort
P:eq(19)	1	55	81	100-mm visual analog scale	disease diagnosis criteria
P:eq(17)	13	252	336	No activities (music, telephone, radio, etc.) were permitted during the dark periods	other environment factor
P:eq(22)	12	30	97	cyclic variation in mood, motor activity, sleep, and blood pressure	assessment content
P:eq(22)	1	0	29	Sleep and motor activity data	assessment content
P:eq(17)	13	218	250	a darkened room in his own house	other environment factor
P:eq(33)	5	94	271	rest and quiet wakefulness, recumbence, isolation and darkness at night, enforced activity and wakefulness in the daytime, and consistency in the timing of all of these features	other environment factor
P:eq(11)	0	318	382	synchronization of his sleep?wake cycle with the day?night cycle	Investigation aspects
P:eq(14)	1	37	106	treated with fluoxetine (20 mg daily) and nortriptyline (25 mg daily)	other environment factor
P:eq(14)	1	398	500	desipramine (100 mg daily) and then tranylcypromine (20 mg daily) plus nortriptyline (50?100 mg daily)	other environment factor
P:eq(16)	0	200	223	go to sleep or be awake	other environment factor classification

http://onlinelibrary.wiley.com.libproxy.ucl.ac.uk/doi/10.1111/j.1399-5618.2004.00166.x/full
P:eq(28)	0	171	326	duration of night sleep in hours: Night 1 10.86???3.37 versus 6.00???1.87; Night 2 10.53???2.66 versus 6.33???1.22; Night 3 11.20???2.33 versus 6.55???1.13	statistics analysis result
P:eq(29)	0	0	179	When duration of current episode was shorter than 2?weeks, DT was associated with a rapid reduction of YMRS scores; when duration of episode was longer, DT had no clinical effect.	The conclusion/finding
P:eq(14)	0	0	47	Thirty-two inpatients (seven males, 25 females)	Patient Cohort
P:eq(27)	0	127	166	13.38???9.63 versus 22.25???7.00?days; 	statistics analysis result
P:eq(27)	-1	-1	-1	None
P:eq(14)	0	240	255	Drug treatments	other environment factor
P:eq(16)	0	239	282	stay in their room from 10?p.m. until 6?a.m	other environment factor
P:eq(22)	2	35	41	time (	statistics analysis result
P:eq(14)	0	60	91	bipolar disorder, manic episode	Diseases
P:eq(17)	0	229	252	Duration of night sleep	investigation aspects classification/index
P:eq(20)	-1	-1	-1	None
P:eq(23)	4	102	137	a three-way repeated measures ANOVA	approach to analysis
P:eq(30)	0	50	68	biological rhythms	indirect affected aspects
P:eq(23)	4	14	96	patients with a duration of episode longer than 2?weeks had little benefit from DT	The conclusion/finding
P:eq(29)	0	253	366	Overall, the combination of DT with the antimanic drugs significantly reduced the need of further hospitalization	suggestion
P:eq(14)	0	218	238	TAU combined with DT	Environmental factors
P:eq(26)	0	75	273	During the week after DT haloperidol mean daily dose was decreased in good responders (from 2.45???2.08 to 1.7???0.5?mg/day), and increased in poor responders (from 5.60???5.05 to 5.90???1.8?mg/day)	finding-statistics analysis result
P:eq(13)	0	14	33	clinical usefulness	Investigation aspects
P:eq(31)	2	24	134	clarify whether the therapeutic effects of treatment are a result of the dark environment or to improved sleep	research implication
P:eq(18)	2	435	566	Group 2 was based on random admission for mania during the study period, and on matching the characteristics of patients in Group 1	allocation method
P:eq(15)	0	284	318	 sound deadener obscuring (<5?lux)	other environment factor classification
P:eq(14)	0	383	419	 treatment with lithium or valproate	other environment factor
P:eq(17)	0	131	162	Young Mania Rating Scale (YMRS)	disease diagnosis criteria
P:eq(22)	4	44	74	time?נtreatment interaction (	statistics analysis result
P:eq(22)	6	50	114	YMRS scores decreased more rapidly with DT than with drugs alone	The conclusion/finding
P:eq(13)	0	42	61	?dark therapy? (DT)	Environmental factors
P:eq(16)	0	3	161	 same data was collected from 16 inpatients (Group 2) matched for age, sex, age at onset, number of previous illness episodes, and duration of current episode	Data collection method
P:eq(15)	0	0	41	Sixteen consecutively admitted inpatients	allocation method
P:eq(20)	0	0	50	All patients completed the study, with no drop-out	Patient Cohort
P:eq(28)	0	61	169	patients treated with TAU?+?DT slept more than patients treated with TAU alone during the three study nights	The conclusion/finding
P:eq(15)	0	95	219	14?h of enforced darkness and rest from 6?p.m. to 8?a.m. for 3?days in a light-sealed room in a separate section of the ward	Sunlight classification / index
P:eq(18)	-1	-1	-1	None
P:eq(27)	0	0	125	Patients treated with TAU?+?DT were discharged from the hospital a mean 8.9?days earlier than patients treated with TAU alone	The conclusion/finding
P:eq(31)	0	0	173	Patients treated with TAU?+?DT slept more than patients treated with TAU alone, but only patients with a duration of episode lower than 2?weeks showed an improvement in mood	The conclusion/finding
P:eq(22)	0	70	91	effect of treatment (	statistics analysis result
P:eq(30)	6	57	103	gene expression in the suprachiasmatic nucleus	indirect affected aspects
P:eq(14)	0	346	365	Twenty-two patients	Patient Cohort
P:eq(14)	0	123	158	between September and December 2002	Data sources
P:eq(32)	2	6	51	confirmed and extended in independent samples	research implication
P:eq(14)	0	187	209	therapy as usual (TAU)	controlled group treatment
P:eq(22)	-1	-1	-1	None
P:eq(14)	0	93	108	DSM-IV criteria	disease diagnosis criteria
P:eq(18)	2	343	409	Group 1 was based on the random availability of the treatment room	allocation method
P:eq(14)	0	421	432	28 patients	Patient Cohort
EM:eq(6)	0	0	1	F	statistics analysis result
P:eq(14)	0	444	467	antipsychotic compounds	other environment factor

http://www.sciencedirect.com.libproxy.ucl.ac.uk/science/article/pii/S0165178115004564
#p0070:eq(0)	1	0	6	Poland	other environment factor
#p0135:eq(0)	0	138	156	monthly admissions	investigation aspects classification/index
#p0230:eq(0)	1	0	96	Females aged >65: with increasing amounts of sunlight, the number of admissions for mania rose (	finding-statistics analysis result
#p0300:eq(0)	37	104	123	dopaminergic system	indirect affected aspects
